,Date,Open,High,Low,Close
492,2014-05-06,60.98,61.15,58.49,58.53
491,2014-05-05,59.67,61.35,59.18,61.22
490,2014-05-02,61.3,61.89,60.18,60.46
489,2014-05-01,60.43,62.28,60.21,61.15
488,2014-04-30,57.58,59.85,57.16,59.78
487,2014-04-29,56.09,58.28,55.84,58.15
486,2014-04-28,58.05,58.31,54.66,56.14
485,2014-04-25,59.97,60.01,57.57,57.71
484,2014-04-24,63.6,63.65,59.77,60.87
483,2014-04-23,63.45,63.48,61.26,61.36
482,2014-04-22,62.65,63.44,62.22,63.0301
481,2014-04-21,59.46,61.24,59.15,61.24
480,2014-04-17,59.3,60.58,58.72,58.94
479,2014-04-16,59.79,60.19,57.74,59.72
478,2014-04-15,59.29,59.68,55.88,59.09
477,2014-04-14,60.09,60.45,57.78,58.89
476,2014-04-11,57.6,60.31,57.31,58.53
475,2014-04-10,63.08,63.18,58.68,59.16
474,2014-04-09,59.63,62.4558,59.1882,62.41
473,2014-04-08,57.68,58.71,57.17,58.1901
472,2014-04-07,55.9,58.0,55.44,56.95
471,2014-04-04,59.94,60.2,56.32,56.749
470,2014-04-03,62.55,63.17,59.13,59.49
469,2014-04-02,63.21,63.91,62.21,62.72
468,2014-04-01,60.46,62.66,60.24,62.62
467,2014-03-31,60.78,61.52,59.87,60.24
466,2014-03-28,61.34,61.95,59.335,60.01
465,2014-03-27,60.51,61.9,57.98,60.97
464,2014-03-26,64.74,64.95,60.37,60.385
463,2014-03-25,64.89,66.19,63.78,64.89
462,2014-03-24,67.19,67.36,63.36,64.1
461,2014-03-21,67.53,67.92,66.1786,67.24
460,2014-03-20,68.01,68.23,66.82,66.97
459,2014-03-19,69.17,69.29,67.465,68.24
458,2014-03-18,68.76,69.6,68.3,69.19
457,2014-03-17,68.18,68.95,66.62,68.7399
456,2014-03-14,68.49,69.43,67.46,67.72
455,2014-03-13,71.29,71.35,68.15,68.83
454,2014-03-12,69.86,71.35,69.0,70.8799
453,2014-03-11,72.5,72.59,69.96,70.1
452,2014-03-10,70.77,72.15,70.51,72.03
451,2014-03-07,71.08,71.18,69.47,69.8
450,2014-03-06,71.88,71.89,70.25,70.84
449,2014-03-05,69.69,71.97,69.62,71.57
448,2014-03-04,68.66,68.9,67.62,68.8
447,2014-03-03,66.96,68.05,66.51,67.41
446,2014-02-28,69.47,69.88,67.38,68.46
445,2014-02-27,69.34,70.01,68.87,68.94
444,2014-02-26,70.19,71.22,68.85,69.26
443,2014-02-25,70.95,71.0,69.45,69.85
442,2014-02-24,68.74,71.44,68.54,70.78
441,2014-02-21,69.69,69.96,68.45,68.59
440,2014-02-20,67.73,70.11,65.727,69.63
439,2014-02-19,67.05,69.08,67.0,68.06
438,2014-02-18,66.94,67.5397,66.07,67.3
437,2014-02-14,67.5,67.58,66.72,67.09
436,2014-02-13,64.18,67.33,64.05,67.33
435,2014-02-12,64.92,65.06,64.05,64.45
434,2014-02-11,63.75,65.0,63.35,64.851
433,2014-02-10,64.3,64.49,63.473,63.548
432,2014-02-07,62.27,64.57,62.22,64.32
431,2014-02-06,61.46,62.78,61.46,62.16
430,2014-02-05,62.74,63.16,61.27,62.19
429,2014-02-04,62.05,63.14,61.82,62.75
428,2014-02-03,63.03,63.77,60.7,61.48
427,2014-01-31,60.47,63.37,60.17,62.57
426,2014-01-30,62.12,62.5,60.46,61.08
425,2014-01-29,54.61,54.95,53.19,53.53
424,2014-01-28,54.02,55.28,54.0,55.14
423,2014-01-27,54.73,54.9401,51.85,53.55
422,2014-01-24,56.15,56.42,54.4,54.45
421,2014-01-23,56.37,56.68,55.6855,56.63
420,2014-01-22,58.85,59.31,57.1,57.51
419,2014-01-21,56.6,58.58,56.5,58.51
418,2014-01-17,57.3,57.82,56.07,56.3
417,2014-01-16,57.26,58.02,56.83,57.19
416,2014-01-15,57.98,58.57,57.27,57.6
415,2014-01-14,56.46,57.78,56.1,57.74
414,2014-01-13,57.91,58.25,55.38,55.91
413,2014-01-10,57.13,58.3,57.06,57.94
412,2014-01-09,58.65,58.96,56.65,57.22
411,2014-01-08,57.6,58.41,57.23,58.23
410,2014-01-07,57.7,58.55,57.22,57.92
409,2014-01-06,54.42,57.26,54.05,57.2
408,2014-01-03,55.02,55.65,54.53,54.557
407,2014-01-02,54.83,55.22,54.19,54.71
406,2013-12-31,54.12,54.86,53.91,54.649
405,2013-12-30,54.93,55.18,53.43,53.71
404,2013-12-27,57.48,57.68,55.25,55.44
403,2013-12-26,58.32,58.38,57.37,57.73
402,2013-12-24,58.27,58.58,56.91,57.96
401,2013-12-23,55.5,58.32,55.45,57.77
400,2013-12-20,54.93,55.15,54.23,55.12
399,2013-12-19,54.33,55.19,53.95,55.05
398,2013-12-18,54.86,55.89,53.75,55.57
397,2013-12-17,54.76,55.18,54.24,54.86
396,2013-12-16,53.25,54.5,52.91,53.81
395,2013-12-13,51.66,53.5,51.34,53.32
394,2013-12-12,51.045,52.07,50.66,51.83
393,2013-12-11,50.55,50.77,49.01,49.38
392,2013-12-10,48.64,50.77,48.54,50.245
391,2013-12-09,48.09,48.97,47.74,48.84
